UserId	Rating	Title
32	3.5	Interstellar
32	4	Life of Pi
32	4	The Hobbit: An Unexpected Journey
32	3.5	127 Hours
32	5	Forrest Gump
32	2.5	Gravity
32	4	Django Unchained
32	2	Iron Man 2
32	5	Apollo 13
32	3	Iron Man 3
32	1.5	The Help
32	3	Harry Potter and the Deathly Hallows: Part 2
32	3.5	Jurassic Park
32	4	Skyfall
32	1.5	Easy A
32	4	Scott Pilgrim vs. the World
32	4	Rise of the Planet of the Apes
32	1.5	Limitless
32	4	Shutter Island
32	4	True Grit
32	5	The Lord of the Rings: The Fellowship of the Ring
32	5	The Grand Budapest Hotel
